timestamp,D10005,D10006,D40000,D40004,D40012,D40013,D40018,D40019,D40100,D40104,D40112,D40113,D40118,D40119,D40200,D40204,D40212,D40213,D40218,D40219,D40300,D40304,D40312,D40313,D40318,D40319,D40400,D40404,D40412,D40413,D40418,D40419,D40500,D40504,D40512,D40513,D40518,D40519,D40600,D40604,D40612,D40613,D40618,D40619,L1042,L1043,L1047,L1048,L1056,L1066,L2014,L2015,L2020,L2021,L2022,L3020,L3021,L3022,L4021,L4022,L5020,L5021,L5022,L5025,L5026,L5027,L6020,L6021,L6022,L7022,L8021,L8022,L8023,L8025,L8030,L8031,L8032,L8035,L8040,L8041,L8042,L8045,L8050,L8051,L8052,L8055,L8060,L8061,L8062,L8065,L8070,L8071,L8072,L8075,L8080,L8081,L8082,L8085,L8090,L8091,L8092,L8095,L10011,M21,M31,M80,M123,M126,M130,M1000,M1001,M1002,M1003,M1004,M1005,M1020,M1021,M1030,M1031,M1032,M1033,M1035,M1036,M1037,M2000,M2001,M2002,M2003,M2004,M2005,M2006,M2007,M2008,M2009,M2010,M2011,M2012,M2013,M2016,M2017,M3000,M3001,M3002,M3003,M3004,M3005,M3006,M3007,M3008,M3009,M4000,M4001,M4002,M4003,M4004,M4005,M4006,M4030,M4031,M5000,M5001,M5002,M5003,M5004,M5005,M5006,M5007,M5010,M5011,M6000,M6001,M6002,M6003,M6004,M6005,M6006,M6007,M6008,M6009,M7000,M7001,M7002,M7003,M7004,M7005,M7006,M7008,M7009,M8000,M8001,M8002,M8003,M8004,M8005,M8006,M8007,M8008,M8009,M8010,M8011,M8012,M8013,M8014,M8015,M8016,M8017,M8018,M8019,M8622,M8642,M8662,M8682,M8702,M8722,M9110,M9900,M9975,M9976,M9985,M9986,M40002,M40007,M40008,M40009,M40082,M40084,M40085,M40092,M40102,M40107,M40108,M40109,M40182,M40184,M40185,M40186,M40188,M40189,M40192,M40202,M40207,M40208,M40209,M40282,M40284,M40285,M40292,M40302,M40307,M40308,M40309,M40382,M40384,M40385,M40386,M40388,M40389,M40392,M40402,M40407,M40408,M40409,M40480,M40481,M40482,M40484,M40485,M40492,M40502,M40507,M40508,M40509,M40580,M40581,M40582,M40584,M40585,M40592,M40602,M40607,M40608,M40609,M40680,M40681,M40682,M40684,M40685,M40692,X1000,X1001,X1004,X1007,X1008,X1009,X4106,X4107,X4108,X4109,X4110,X4111,X1010,X1011,X1012,X4447,X4671,X1249,X4682,X4683,X4684,X4685,X4686,X4687
2025-07-30T16:01:53.8,0,-1,-122316,0,0,4390912,8,8,-124590,0,0,4390912,12,12,9599850,0,0,196608,3,3,9598123,0,0,196608,16,16,5,0,0,196608,1,1,0,0,0,196608,57,57,0,0,0,196608,53,53,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
