timestamp,D410,D5102,D5108,D5110,D40000,D40004,D40012,D40013,D40018,D40019,D40100,D40104,D40112,D40113,D40118,D40119,D40200,D40204,D40212,D40213,D40218,D40219,D40300,D40304,D40312,D40313,D40318,D40319
2025-07-31T13:27:24.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:24.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:25.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:26.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:26.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:27.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:27.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:28.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:29.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:29.8,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:30.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:27:31.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
