timestamp,D10005,D10006,D40000,D40004,D40012,D40013,D40018,D40019,D40100,D40104,D40112,D40113,D40118,D40119,D40200,D40204,D40212,D40213,D40218,D40219,D40300,D40304,D40312,D40313,D40318,D40319,D40400,D40404,D40412,D40413,D40418,D40419,D40500,D40504,D40512,D40513,D40518,D40519,D40600,D40604,D40612,D40613,D40618,D40619,X1000,X1001,X1004,X1007,X1008,X1009,X4106,X4107,X4108,X4109,X4110,X4111,X1010,X1011,X1012,X4447,X4671,X1249,X4682,X4683,X4684,X4685,X4686,X4687
2025-07-30T16:21:09.8,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:11.2,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:12.7,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:14.1,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:15.5,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:17.0,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:18.4,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:19.9,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:21.3,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:22.8,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:24.2,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:25.6,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:27.0,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:28.3,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:29.8,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:31.2,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:32.6,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:34.1,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:35.5,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:37.0,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:38.4,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:39.8,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:41.3,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:42.7,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:44.2,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:45.6,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:47.0,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:48.5,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:49.9,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:51.3,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:52.7,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:54.2,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:55.6,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:57.0,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:21:58.5,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:00.0,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:01.4,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:02.8,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:04.2,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:05.7,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:07.1,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:08.5,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:09.9,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786445,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:11.4,0,-1,-122316,0,0,4390912,524296,8,-124590,0,0,4390912,786444,12,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:12.8,0,-1,-121694,120000,0,4390912,1507336,23,-97835,120000,0,4390912,2097165,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:14.2,0,-1,36194,6000,0,4390912,1507338,23,32533,6000,0,4390912,2097167,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:15.7,0,-1,22221,6000,0,4390912,1507337,23,18658,6000,0,4390912,2097166,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:17.1,0,-1,7954,6000,0,4390912,1507336,23,4338,6000,0,4390912,2097165,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:18.5,0,-1,0,0,0,4390912,1507335,23,0,0,0,4390912,2097164,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:19.9,0,-1,0,0,0,4390912,1507334,23,0,0,0,4390912,2097164,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:21.4,0,-1,0,0,0,4390912,1507334,23,0,0,0,4390912,2097164,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:22.8,0,-1,0,0,0,4390912,1507334,23,0,0,0,4390912,2097164,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:24.4,0,-1,0,0,0,4390912,1507334,23,0,0,0,4390912,2097165,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:25.7,0,-1,0,0,0,4390912,1507334,23,0,0,0,4390912,2097165,32,9599850,0,0,196608,196611,3,9598123,0,0,196608,1048592,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:27.2,0,-1,0,0,0,4390912,1507334,23,0,0,0,4390912,2097165,32,9471761,120000,0,196608,655363,10,9444790,120000,0,196608,1048591,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:28.6,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,9180739,120000,0,196608,655363,10,9151812,120000,0,196608,1048589,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:30.0,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,8899495,120000,0,196608,655363,10,8873945,120000,0,196608,1048588,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:31.4,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,8621983,120000,0,196608,655362,10,8597679,120000,0,196608,1048586,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:32.9,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,8334517,120000,0,196608,655362,10,8308256,120000,0,196608,1048585,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:34.3,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,8052739,120000,0,196608,655362,10,8029323,120000,0,196608,1048584,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:35.6,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,7771850,120000,0,196608,655362,10,7746123,120000,0,196608,1048584,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:37.1,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,7493095,120000,0,196608,655362,10,7465056,120000,0,196608,1048583,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:38.5,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,7211850,120000,0,196608,655363,10,7185590,120000,0,196608,1048582,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:39.9,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,6925272,120000,0,196608,655363,10,6900079,120000,0,196608,1048582,16,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
2025-07-30T16:22:41.3,0,-1,0,0,0,4390912,393222,6,0,0,0,4390912,851981,13,6655939,120000,0,196608,655363,10,6628434,120000,0,196608,393222,6,5,0,0,196608,65537,1,0,0,0,196608,3735609,57,0,0,0,196608,3473461,53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
