timestamp,X4544,X4545,Y1192,Y1198,Y4512,Y4544,Y4545
2025-07-31T13:42:05.0,0,0,0,0,0,0,1
2025-07-31T13:42:05.2,0,0,0,0,0,0,1
2025-07-31T13:42:05.3,0,0,0,0,0,0,1
2025-07-31T13:42:05.5,0,0,0,0,0,0,1
2025-07-31T13:42:05.7,0,0,0,0,0,0,1
2025-07-31T13:42:05.9,0,0,0,0,0,0,1
2025-07-31T13:42:06.1,0,0,0,0,0,0,1
2025-07-31T13:42:06.3,0,0,0,0,0,0,1
2025-07-31T13:42:06.5,0,0,0,0,0,0,1
2025-07-31T13:42:06.7,0,0,0,0,0,0,1
2025-07-31T13:42:06.9,0,0,0,0,0,0,1
2025-07-31T13:42:07.0,0,0,0,0,0,0,1
2025-07-31T13:42:07.2,0,0,0,0,0,0,1
2025-07-31T13:42:07.4,0,0,0,0,0,0,1
2025-07-31T13:42:07.6,0,0,0,0,0,0,1
2025-07-31T13:42:07.8,0,0,0,0,0,0,1
2025-07-31T13:42:08.0,0,0,0,0,0,0,1
2025-07-31T13:42:08.1,0,0,0,0,0,0,1
2025-07-31T13:42:08.3,0,0,0,0,0,0,1
2025-07-31T13:42:08.5,0,0,0,0,0,0,1
2025-07-31T13:42:08.7,0,0,0,0,0,0,1
2025-07-31T13:42:08.9,0,0,0,0,0,0,1
2025-07-31T13:42:09.1,0,0,0,0,0,0,1
2025-07-31T13:42:09.3,0,0,0,0,0,0,1
2025-07-31T13:42:09.5,0,0,0,0,0,0,1
2025-07-31T13:42:09.7,0,0,0,0,0,0,1
2025-07-31T13:42:09.9,0,0,0,0,0,0,1
2025-07-31T13:42:10.1,0,0,0,0,0,0,1
2025-07-31T13:42:10.2,0,0,0,0,0,0,1
2025-07-31T13:42:10.4,0,0,0,0,0,0,1
2025-07-31T13:42:10.6,0,0,0,0,0,0,1
2025-07-31T13:42:10.8,0,0,0,0,0,0,1
2025-07-31T13:42:11.0,0,0,0,0,0,0,1
2025-07-31T13:42:11.2,0,0,0,0,0,0,1
2025-07-31T13:42:11.4,0,0,0,0,0,0,1
2025-07-31T13:42:11.6,0,0,0,0,0,0,1
2025-07-31T13:42:11.8,0,0,0,0,0,0,1
2025-07-31T13:42:11.9,0,0,0,0,0,0,1
2025-07-31T13:42:12.1,0,0,0,0,0,0,1
2025-07-31T13:42:12.3,0,0,0,0,0,0,1
2025-07-31T13:42:12.5,0,0,0,0,0,0,1
2025-07-31T13:42:12.7,0,0,0,0,0,0,1
2025-07-31T13:42:12.9,0,0,0,0,0,0,1
2025-07-31T13:42:13.1,0,0,0,0,0,0,1
2025-07-31T13:42:13.3,0,0,0,0,0,0,1
2025-07-31T13:42:13.4,0,0,0,0,0,0,1
2025-07-31T13:42:13.6,0,0,0,0,0,0,1
2025-07-31T13:42:13.8,0,0,0,0,0,0,1
2025-07-31T13:42:14.0,0,0,0,0,0,0,1
2025-07-31T13:42:14.2,0,0,0,0,0,0,1
2025-07-31T13:42:14.4,0,0,0,0,0,0,1
2025-07-31T13:42:14.6,0,0,0,0,0,0,1
2025-07-31T13:42:14.8,0,0,0,0,0,0,1
2025-07-31T13:42:15.0,0,0,0,0,0,0,1
2025-07-31T13:42:15.2,0,0,0,0,0,0,1
2025-07-31T13:42:15.4,0,0,0,0,0,0,1
2025-07-31T13:42:15.5,0,0,0,0,0,0,1
2025-07-31T13:42:15.7,0,0,0,0,0,0,1
2025-07-31T13:42:15.9,0,0,0,0,0,0,1
2025-07-31T13:42:16.1,0,0,0,0,0,0,1
2025-07-31T13:42:16.3,0,0,0,0,0,0,1
2025-07-31T13:42:16.5,0,0,0,0,0,0,1
2025-07-31T13:42:16.7,0,0,0,0,0,0,1
2025-07-31T13:42:16.8,0,0,0,0,0,0,1
2025-07-31T13:42:17.0,0,0,0,0,0,0,1
2025-07-31T13:42:17.2,0,0,0,0,0,0,1
2025-07-31T13:42:17.4,0,0,0,0,0,0,1
2025-07-31T13:42:17.6,0,0,0,0,0,0,1
2025-07-31T13:42:17.8,0,0,0,0,0,0,1
2025-07-31T13:42:18.0,0,0,0,0,0,0,1
2025-07-31T13:42:18.1,0,0,0,0,0,0,1
2025-07-31T13:42:18.3,0,0,0,0,0,0,1
2025-07-31T13:42:18.5,0,0,0,0,0,0,1
2025-07-31T13:42:18.7,0,0,0,0,0,0,1
2025-07-31T13:42:18.9,0,0,0,0,0,0,1
2025-07-31T13:42:19.1,0,0,0,0,0,0,1
2025-07-31T13:42:19.3,0,0,0,0,0,0,1
2025-07-31T13:42:19.5,0,0,0,0,0,0,1
2025-07-31T13:42:19.6,0,0,0,0,0,0,1
2025-07-31T13:42:19.8,0,0,0,0,0,0,1
2025-07-31T13:42:20.0,0,0,0,0,0,0,1
2025-07-31T13:42:20.2,0,0,0,0,0,0,1
2025-07-31T13:42:20.4,0,0,0,0,0,0,1
2025-07-31T13:42:20.6,0,0,0,0,0,0,1
2025-07-31T13:42:20.8,0,0,0,0,0,0,1
2025-07-31T13:42:21.0,0,0,0,0,0,0,1
2025-07-31T13:42:21.2,0,0,0,0,0,0,1
2025-07-31T13:42:21.3,0,0,0,0,0,0,1
2025-07-31T13:42:21.5,0,0,0,0,0,0,1
2025-07-31T13:42:21.7,0,0,0,0,0,0,1
2025-07-31T13:42:21.9,0,0,0,0,0,0,1
2025-07-31T13:42:22.1,0,0,0,0,0,0,1
2025-07-31T13:42:22.3,0,0,0,0,0,0,1
2025-07-31T13:42:22.5,0,0,0,0,0,0,1
2025-07-31T13:42:22.7,0,0,0,0,0,0,1
2025-07-31T13:42:22.8,0,0,0,0,0,0,1
2025-07-31T13:42:23.0,0,0,0,0,0,0,1
