timestamp,X4544,X4545,Y1192,Y1198,Y4512,Y4544,Y4545
2025-07-31T13:33:30.2,0,0,0,0,0,0,1
2025-07-31T13:33:30.4,0,0,0,0,0,0,1
2025-07-31T13:33:30.5,0,0,0,0,0,0,1
2025-07-31T13:33:30.7,0,0,0,0,0,0,1
2025-07-31T13:33:30.9,0,0,0,0,0,0,1
2025-07-31T13:33:31.0,0,0,0,0,0,0,1
2025-07-31T13:33:31.2,0,0,0,0,0,0,1
2025-07-31T13:33:31.3,0,0,0,0,0,0,1
2025-07-31T13:33:31.5,0,0,0,0,0,0,1
2025-07-31T13:33:31.7,0,0,0,0,0,0,1
2025-07-31T13:33:31.8,0,0,0,0,0,0,1
2025-07-31T13:33:32.0,0,0,0,0,0,0,1
2025-07-31T13:33:32.1,0,0,0,0,0,0,1
2025-07-31T13:33:32.4,0,0,0,0,0,0,1
2025-07-31T13:33:32.5,0,0,0,0,0,0,1
2025-07-31T13:33:32.7,0,0,0,0,0,0,1
2025-07-31T13:33:32.9,0,0,0,0,0,0,1
2025-07-31T13:33:33.1,0,0,0,0,0,0,1
2025-07-31T13:33:33.3,0,0,0,0,0,0,1
2025-07-31T13:33:33.5,0,0,0,0,0,0,1
2025-07-31T13:33:33.8,0,0,0,0,0,0,1
2025-07-31T13:33:33.9,0,0,0,0,0,0,1
2025-07-31T13:33:34.1,0,0,0,0,0,0,1
2025-07-31T13:33:34.3,0,0,0,0,0,0,1
2025-07-31T13:33:34.5,0,0,0,0,0,0,1
2025-07-31T13:33:34.7,0,0,0,0,0,0,1
2025-07-31T13:33:34.9,0,0,0,0,0,0,1
2025-07-31T13:33:35.1,0,0,0,0,0,0,1
2025-07-31T13:33:35.3,0,0,0,0,0,0,1
2025-07-31T13:33:35.5,0,0,0,0,0,0,1
2025-07-31T13:33:35.7,0,0,0,0,0,0,1
2025-07-31T13:33:35.9,0,0,0,0,0,0,1
2025-07-31T13:33:36.1,0,0,0,0,0,0,1
2025-07-31T13:33:36.3,0,0,0,0,0,0,1
2025-07-31T13:33:36.5,0,0,0,0,0,0,1
2025-07-31T13:33:36.7,0,0,0,0,0,0,1
2025-07-31T13:33:36.9,0,0,0,0,0,0,1
2025-07-31T13:33:37.1,0,0,0,0,0,0,1
2025-07-31T13:33:37.2,0,0,0,0,0,0,1
2025-07-31T13:33:37.4,0,0,0,0,0,0,1
2025-07-31T13:33:37.6,0,0,0,0,0,0,1
2025-07-31T13:33:37.8,0,0,0,0,0,0,1
2025-07-31T13:33:38.1,0,0,0,0,0,0,1
