timestamp,D410,D5102,D5108,D5110,D40000,D40004,D40012,D40013,D40018,D40019,D40100,D40104,D40112,D40113,D40118,D40119,D40200,D40204,D40212,D40213,D40218,D40219,D40300,D40304,D40312,D40313,D40318,D40319
2025-07-31T13:33:32.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:33.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:33.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:34.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:34.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:35.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:36.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:36.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:37.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:37.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:38.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:38.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:39.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:39.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:40.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:40.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:41.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:41.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:41.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:42.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:42.8,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:43.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:43.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:44.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:44.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:45.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:45.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:46.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:46.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:46.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:47.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:47.8,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:48.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:48.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:49.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:49.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:50.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:50.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:51.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:51.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:52.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:52.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:52.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:53.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:53.8,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:54.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:54.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:55.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:55.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:56.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:56.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:57.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:57.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:57.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:58.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:58.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:59.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:33:59.8,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:00.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:00.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:01.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:01.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:02.0,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:02.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:02.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:03.4,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:03.9,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:04.3,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:04.8,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:05.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:05.7,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:06.2,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:06.6,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:07.1,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
2025-07-31T13:34:07.5,96,2,30,1,2098,0,0,0,2,2,-90000,0,0,0,30,30,5280000,0,0,0,3,3,-280000,0,0,0,1,1
