timestamp,val0,val1
2025-07-30T14:41:07.9,29867,146
2025-07-30T14:41:08.9,29867,146
2025-07-30T14:41:10.0,29867,146
2025-07-30T14:41:11.0,29867,146
2025-07-30T14:41:12.0,29867,146
2025-07-30T14:41:13.0,29867,146
2025-07-30T14:41:14.0,29867,146
2025-07-30T14:41:15.0,29867,146
2025-07-30T14:41:16.0,29867,146
2025-07-30T14:41:17.0,29867,146
2025-07-30T14:41:18.1,29867,146
2025-07-30T14:41:19.1,29867,146
2025-07-30T14:41:20.1,29867,146
